,dire_bans,dire_name,dire_picks,first_pick,league_name,match_id,patch,picks_bans,player_0_account_id,player_0_name,player_1_account_id,player_1_name,player_2_account_id,player_2_name,player_3_account_id,player_3_name,player_4_account_id,player_4_name,player_5_account_id,player_5_name,player_6_account_id,player_6_name,player_7_account_id,player_7_name,player_8_account_id,player_8_name,player_9_account_id,player_9_name,radiant_bans,radiant_name,radiant_picks,radiant_win,start_date
2339517830,"[58, 31, 30, 72, 62]",Team-Rave,"[28, 20, 100, 61, 45]",dire,The Manila Major 2016,2339517830,17,"[{'ord': 0, 'team': 1, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 58, 'order': 0}, {'ord': 1, 'team': 0, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 80, 'order': 1}, {'ord': 2, 'team': 1, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 31, 'order': 2}, {'ord': 3, 'team': 0, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 73, 'order': 3}, {'ord': 4, 'team': 1, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 28, 'order': 4}, {'ord': 5, 'team': 0, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 38, 'order': 5}, {'ord': 6, 'team': 0, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 93, 'order': 6}, {'ord': 7, 'team': 1, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 20, 'order': 7}, {'ord': 8, 'team': 0, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 56, 'order': 8}, {'ord': 9, 'team': 1, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 30, 'order': 9}, {'ord': 10, 'team': 0, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 69, 'order': 10}, {'ord': 11, 'team': 1, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 72, 'order': 11}, {'ord': 12, 'team': 0, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 26, 'order': 12}, {'ord': 13, 'team': 1, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 100, 'order': 13}, {'ord': 14, 'team': 0, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 8, 'order': 14}, {'ord': 15, 'team': 1, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 61, 'order': 15}, {'ord': 16, 'team': 0, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 94, 'order': 16}, {'ord': 17, 'team': 1, 'match_id': 2339517830, 'is_pick': False, 'hero_id': 62, 'order': 17}, {'ord': 18, 'team': 1, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 45, 'order': 18}, {'ord': 19, 'team': 0, 'match_id': 2339517830, 'is_pick': True, 'hero_id': 16, 'order': 19}]",173476224,eyyou,110759067,Teehee,184950344,KUKU^,187619311,SamH,132309493,Raven,91443418,Ninjaboogie,115102590,ryOyr,87360406,Jeyo,149008268,,121833213,Rappy,"[80, 73, 56, 69, 94]",,"[38, 93, 26, 8, 16]",True,2016-05-04
